A	B
1554225_a_at	0	0.21823102351
1554228_a_at	0	-0.629611944685371
1554229_at	-0.482126328936775	-0.118752803795376
1554237_at	7.07334681119862	0
1554239_s_at	0.0661872155914374	-0.372077220194694
1554240_a_at	-0.881780949223484	-2.02594948755648
1554241_at	0.117083742791479	-0.602504682433416
1554242_a_at	0.10202456758787	0.00801880791583365
1554245_x_at	-5.94671257766742	0
1554248_at	0.0994621687491524	0.626942329934547
1554249_a_at	-0.267718793924545	-0.0275858647166585
1554250_s_at	-0.742348103923494	-1.24670417368583
1554251_at	-0.113370909139508	-0.358353793147002
1554256_a_at	-5.12417911259308	-8.53857934699418
1554260_a_at	-0.811524445399332	-0.474160946533381
1554264_at	0.915646842560074	1.54887087789253
